Date,Symbol,Security Name,Mkt Cap (Millions),AVOL(20),ADR(20),CMP,Change_1D,Change_1W,Change_10D,Change_1M,Change_3M,Change_6M,Change_9M,Change_12M,Momo_10D,Momo_1M,Momo_3M,Momo_6M,Momo_12M,Gap_10D,6EMA_10D,10EMA_20D,21EMA_40D,50SMA_100D,Below_3M,Below_6M,Below_12M,Above_3M,Above_6M,Above_12M,RS_1M,RS_3M,RS_6M,RS_9M,RS_12M,Total_RS (NDX),RS_score,NC_1M,NC_3M,NC_6M,NC_9M,NC_12M,NRS_1M,NRS_3M,NRS_6M,NRS_9M,NRS_12M,Total_NRS (NDX),NRS_score
24-09-2025,NASDAQ:QMMM,QMMM Holdings Limited - Class A Ordinary Shares,1635,2253816,217.63,95,-12.84,-11.20,-15.26,95.17,98.69,98.97,99.33,94.31,0,0,0,2,HV2Y,-1,-1,-1,-1,-1,-54.11,-54.11,-54.11,7561.29,14470.55,16189.44,90.77,88.97,81.07,85.62,75.02,33.109706,99,95.17,72.98,20.97,34.59,-743.99,90.77,67.42,11.91,39.69,-750.45,13.27828,99
24-09-2025,NASDAQ:RGC,Regencell Bioscience Holdings Limited - Ordinary Shares,7210,283284,7.58,14.58,-1.15,-7.00,8.71,15.78,-49.04,92.33,99.06,98.87,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-36.58,-81.31,-81.31,40.73,2254.61,15375.97,11.38,-58.76,74.43,85.35,79.58,16.590395,99,15.78,-76.95,94.85,87.69,-20.17,11.38,-82.51,85.79,92.79,-26.63,0.828642,1
24-09-2025,NYSE:ZEPP,"Zepp Health Corporation American depositary shares, each representing sixteen Class A ordinary shares",717,394436,10.77,47.23,-5.31,-0.87,-9.68,16.81,94.66,93.18,94.09,93.01,0,0,HV2Y,0,HV2Y,-1,-1,-1,7,-1,-12,-12,-12,1774.21,2071.49,2071.49,12.41,84.94,75.28,80.38,73.72,6.383471,99,16.81,93.59,-27.78,13.35,-18.28,12.41,88.03,-36.84,18.45,-24.74,3.234067,99
24-09-2025,NASDAQ:DFDV,DeFi Development Corp. - Common Stock,392,2700454,8.54,15.34,1.52,-16.75,-4.50,-2.28,-22.95,95.64,95.31,95.44,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-49.47,-63.91,-63.91,13.97,2584.5,2729.72,-6.68,-32.67,77.74,81.6,76.15,5.831001,99,-2.28,-20.20,96.46,-7.69,2.81,-6.68,-25.76,87.4,-2.59,-3.65,0.884458,1
24-09-2025,NASDAQ:RGTI,"Rigetti Computing, Inc.  - Common stock",10257,65434151,9.82,31.64,0.57,30.50,48.83,54.27,64.95,68.96,76.39,97.49,2,0,0,HV2Y,HV2Y,-1,2,-1,-1,-1,0,0,0,185.82,321.87,4174.52,49.87,55.23,51.06,62.68,78.2,4.458877,99,54.27,23.36,11.45,23.93,89.37,49.87,17.8,2.39,29.03,82.91,1.268128,98
24-09-2025,NASDAQ:ABVX,Abivax SA - American Depositary Shares,6276,1051033,4.43,82.02,-0.23,-0.32,-8.81,5.78,91.89,91.01,90.49,85.92,0,0,HV2Y,0,0,-1,-1,-1,7,-1,-8.87,-8.87,-8.87,1133.38,1486.46,1486.46,1.38,82.17,73.11,76.78,66.63,4.299395,99,5.78,91.39,-10.83,-5.83,-48.08,1.38,85.83,-19.89,-0.73,-54.54,2.448323,99
24-09-2025,AMEX:BMNR,"BitMine Immersion Technologies, Inc. Common Stock",9008,48297312,8.69,51.92,-4.72,-9.92,12.17,4.47,91.58,87.56,92.30,77.66,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-61.54,-61.54,-61.54,1117.35,1117.35,2496,0.07,81.86,69.66,78.59,58.37,4.009455,99,4.47,91.19,-47.84,38.09,-190.00,0.07,85.63,-56.9,43.19,-196.46,2.489844,99
24-09-2025,NASDAQ:OPEN,Opendoor Technologies Inc  - Common Stock,6057,395636192,17.34,8.23,16.08,-24.06,28.80,44.84,93.78,85.42,79.77,74.73,0,0,HV2Y,0,HV2Y,-1,-1,-1,-1,-1,-21.77,-21.77,-21.77,1506.79,1506.79,1506.79,40.44,84.06,67.52,66.06,55.44,3.798131,99,44.84,88.72,-134.28,-38.75,-24.92,40.44,83.16,-143.34,-33.65,-31.38,3.121137,99
24-09-2025,NASDAQ:SUPX,Super X AI Technology Limited - Ordinary Shares,1477,231746,18.6,54.91,-0.69,6.06,-17.12,-5.99,82.06,84.47,93.13,90.64,0,0,HVQ,2,2,-1,-1,-1,-1,-1,-19.25,-19.25,-19.25,457.46,560.3,1589.43,-10.39,72.34,66.57,79.42,71.35,3.694609,99,-5.99,83.08,13.40,55.80,-36.34,-10.39,77.52,4.34,60.9,-42.8,1.514935,99
24-09-2025,NYSE:QBTS,D-Wave Quantum Inc. Common Shares,9481,49133143,8.33,27.72,0.73,18.69,42.14,45.82,48.85,68.33,77.02,96.65,HVQ,0,0,HV2Y,HV2Y,-1,3,-1,-1,-1,0,0,0,97.72,345.66,3003.8,41.42,39.13,50.43,63.31,77.36,3.61999,99,45.82,5.59,38.08,27.45,85.44,41.42,0.03,29.02,32.55,78.98,1.09172,89
24-09-2025,NASDAQ:FORD,"Forward Industries, Inc. - Common Stock",2771,579531,21.08,32.78,3.60,-2.23,23.12,67.37,80.99,88.13,86.55,89.23,0,HVQ,0,0,HV2Y,15.08,-1,-1,-1,-1,-15.95,-15.95,-15.95,461.3,742.67,893.33,62.97,71.27,70.23,72.84,69.94,3.387492,99,67.37,41.75,37.56,-13.37,19.95,62.97,36.19,28.5,-8.27,13.49,1.735757,99
24-09-2025,NASDAQ:TOI,"The Oncology Institute, Inc. - Common Stock",337,1551850,6.4,3.6,3.45,16.94,13.06,3.61,40.28,65.00,94.25,91.86,0,0,0,0,0,-1,-1,-1,-1,-1,-15.89,-15.89,-15.89,75.61,224.32,2623.15,-0.79,30.56,47.1,80.54,72.57,3.301463,99,3.61,38.04,41.40,83.58,-41.61,-0.79,32.48,32.34,88.68,-48.07,0.999934,44
24-09-2025,NASDAQ:QUBT,Quantum Computing Inc. - Common Stock,3423,30123227,8.9,21.41,0.02,17.28,28.02,28.96,21.81,60.39,29.29,96.74,HVQ,0,0,0,HV2Y,-1,-1,-1,-1,-1,-7.99,-7.99,-16.63,47.15,264.74,3224.53,24.56,12.09,42.49,15.58,77.45,3.256281,99,28.96,-10.06,49.34,-78.54,95.40,24.56,-15.62,40.28,-73.44,88.94,1.028601,69
24-09-2025,NASDAQ:ONDS,Ondas Holdings Inc. - Common Stock,2359,48261941,11.27,7.35,-6.73,17.01,24.35,34.01,78.23,87.95,81.50,89.50,0,HVQ,2,HV2Y,HV2Y,-1,-1,-1,-1,-1,-6.73,-6.73,-6.73,359.37,927.83,995.38,29.61,68.51,70.05,67.79,70.21,2.96874,99,34.01,67.01,44.64,-53.53,43.26,29.61,61.45,35.58,-48.43,36.8,1.472924,99
24-09-2025,NYSE:OKLO,Oklo Inc. Class A common stock,19362,19804854,9.31,131.17,-8.05,27.35,43.78,45.73,57.64,77.94,84.02,93.59,HVQ,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-8.05,-8.05,-8.05,155.54,562.47,1521.38,41.33,47.92,60.04,70.31,74.3,2.933741,99,45.73,21.94,47.94,27.55,59.88,41.33,16.38,38.88,32.65,53.42,1.151847,95
24-09-2025,NYSE:VIA,"Via Transportation, Inc. Class A Common Stock",3865,538682,5.02,48.71,-2.09,-2.65,77.44,78.07,77.68,80.00,84.19,83.00,HV2Y,0,0,0,0,300.18,1,-1,-1,-1,-6.7,-6.7,-6.7,362.58,418.19,798.71,73.67,67.96,62.1,70.48,63.71,2.8619,99,78.07,-1.78,10.40,20.94,-7.53,73.67,-7.34,1.34,26.04,-13.99,1.838421,99
24-09-2025,NYSE:AMPX,"Amprius Technologies, Inc. Common Stock",1387,8754360,8.97,11.69,-3.07,21.81,33.11,38.67,67.58,71.77,85.80,92.52,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-3.07,-3.07,-3.07,209.26,464.73,1259.93,34.27,57.86,53.87,72.09,73.23,2.81989,99,38.67,47.14,12.93,49.70,47.30,34.27,41.58,3.87,54.8,40.84,1.235606,97
24-09-2025,NASDAQ:BETR,Better Home & Finance Holding Company - Class A Common Stock,1025,1002428,18.15,67.01,-1.09,57.84,64.14,70.68,81.72,79.18,84.63,71.27,HV2Y,0,0,HV2Y,HV2Y,37.64,3,0,-1,-1,-1.09,-1.09,-1.09,452.89,565.44,741.83,66.28,72,61.28,70.92,51.98,2.673352,99,70.68,37.64,-13.88,26.16,-86.89,66.28,32.08,-22.94,31.26,-93.35,1.893913,99
24-09-2025,NASDAQ:IREN,IREN Limited - Ordinary Shares,12781,37734437,9.31,47.14,12.86,19.60,28.66,50.95,74.82,84.30,75.78,84.07,0,HV2Y,HV2Y,0,HV2Y,-1,1,0,-1,-1,0,0,0,297.14,789.43,789.43,46.55,65.1,66.4,62.07,64.78,2.467762,99,50.95,48.66,37.66,-54.26,34.21,46.55,43.1,28.6,-49.16,27.75,1.474071,99
24-09-2025,NASDAQ:QURE,uniQure N.V. - Ordinary Shares,749,4786441,7.59,47.5,247.73,70.19,63.20,67.26,69.83,69.77,67.43,88.72,HV2Y,0,0,0,HV2Y,188.14,-1,-1,-1,-1,0,0,0,257.68,469.54,946.26,62.86,60.11,51.87,53.72,69.43,2.353864,99,67.26,7.85,-0.21,-7.73,65.35,62.86,2.29,-9.27,-2.63,58.89,1.487874,99
24-09-2025,NASDAQ:TDUP,ThredUp Inc. - Class A Common Stock,1168,2280514,5.25,9.48,-2.77,-10.23,-13.92,-27.43,17.93,71.10,85.86,90.64,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-21.52,-21.52,-21.52,41.07,293.36,1694.77,-31.83,8.21,53.2,72.15,71.35,2.311746,99,-27.43,35.60,64.78,51.09,33.81,-31.83,30.04,55.72,56.19,27.35,0.864229,1
24-09-2025,NASDAQ:NEGG,"Newegg Commerce, Inc. - Common Shares",870,2363746,20.11,44.86,-0.02,-5.04,19.95,-89.48,72.74,88.06,80.14,65.76,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-64.98,-64.98,-64.98,271.36,1181.71,1181.71,-93.88,63.02,70.16,66.43,46.47,2.258561,99,-89.48,85.61,56.21,-66.36,-72.39,-93.88,80.05,47.15,-61.26,-78.85,1.323212,99
24-09-2025,NASDAQ:MVST,"Microvast Holdings, Inc. - Common Stock",1295,5870078,7.24,3.98,-3.40,15.58,29.15,31.41,2.01,69.85,62.31,92.58,0,0,0,2,HV2Y,-1,-1,-1,-1,-1,-3.4,-14.04,-14.04,57.31,246.09,2378.21,27.01,-7.71,51.95,48.6,73.29,2.189483,99,31.41,-42.86,69.23,-25.00,80.31,27.01,-48.42,60.17,-19.9,73.85,0.950492,8
24-09-2025,NASDAQ:CELC,Celcuity Inc. - Common Stock,2290,855347,5.65,53.98,2.82,-1.15,-3.61,8.76,78.05,80.53,77.77,72.49,0,0,HV2Y,0,0,-1,-1,-1,-1,-1,-13.67,-13.67,-13.67,355.53,557.49,557.49,4.36,68.33,62.63,64.06,53.2,2.169897,99,8.76,75.94,11.31,-14.18,-23.75,4.36,70.38,2.25,-9.08,-30.21,1.4608,99
24-09-2025,NASDAQ:MFH,Mercurity Fintech Holding Inc. - American Ordinary Shares,874,255830,16.62,12.65,-5.03,18.34,35.26,58.42,69.17,52.41,47.19,89.88,0,0,HVQ,0,HV2Y,-1,3,-1,-1,-1,-5.03,-5.03,-5.03,530.92,530.92,1019.47,54.02,59.45,34.51,33.48,70.59,2.146342,99,58.42,25.86,-54.36,-10.96,80.84,54.02,20.3,-63.42,-5.86,74.38,1.436919,99
24-09-2025,NASDAQ:ALM,Almonty Industries Inc. - Common Shares,1217,855525,6.4,5.95,12.26,18.15,25.55,28.07,42.02,72.02,84.34,85.40,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,0,0,0,74.36,257.36,625.83,23.67,32.3,54.12,70.63,66.11,2.125421,99,28.07,19.39,51.74,44.04,6.75,23.67,13.83,42.68,49.14,0.29,1.039144,74
24-09-2025,NASDAQ:PSIX,"Power Solutions International, Inc. - Common Stock",2553,662044,6.67,110.87,-4.24,8.44,19.14,20.20,44.10,71.17,85.48,83.89,0,0,HV2Y,HV2Y,HV2Y,-1,3,-1,-1,-1,-4.24,-4.24,-4.24,78.88,492.89,588.63,15.8,34.38,53.27,71.77,64.6,2.104365,99,20.20,29.94,48.43,49.62,-10.93,15.8,24.38,39.37,54.72,-17.39,1.041286,75
24-09-2025,AMEX:UAMY,United States Antimony Corporation Common Stock,859,7697029,9.65,6.67,-8.63,16.04,29.39,27.74,62.07,66.87,73.61,88.51,HV2Y,0,HV2Y,2,HV2Y,9.61,-1,-1,-1,-1,-8.63,-8.63,-8.63,238.58,242.05,1187.4,23.34,52.35,48.97,59.9,69.22,2.103604,99,27.74,47.51,12.65,20.36,56.47,23.34,41.95,3.59,25.46,50.01,1.168541,96
24-09-2025,NASDAQ:KOD,Kodiak Sciences Inc - Common Stock,818,830744,11.94,15.49,12.90,40.54,37.22,38.86,76.18,79.31,43.96,82.96,HV2Y,0,HVQ,0,0,4.93,-1,-1,-1,-1,0,0,0,319.78,651.94,651.94,34.46,66.46,61.41,30.25,63.67,2.10097,99,38.86,61.03,13.14,-170.83,69.59,34.46,55.47,4.08,-165.73,63.13,1.548086,99
24-09-2025,NASDAQ:TMC,TMC the metals company Inc. - Common Stock,2503,7468012,7.03,6.16,-2.53,10.88,16.88,17.86,-21.59,70.94,88.23,83.28,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-23.95,-23.95,-23.95,31.91,280.25,749.66,13.46,-31.31,53.04,74.52,63.99,2.10078,99,17.86,-48.02,76.10,59.50,-42.07,13.46,-53.58,67.04,64.6,-48.53,0.907975,2
24-09-2025,NASDAQ:CIFR,Cipher Mining Inc. - Common Stock,5561,42029910,11.85,14.14,-0.07,12.45,27.51,53.04,72.77,78.50,59.41,79.49,0,0,HV2Y,HV2Y,HV2Y,-1,1,-1,-1,-1,-0.07,-0.07,-0.07,267.27,573.33,573.33,48.64,63.05,60.6,45.7,60.2,2.068468,99,53.04,42.02,21.04,-88.82,49.48,48.64,36.46,11.98,-83.72,43.02,1.481317,99
24-09-2025,NASDAQ:IMRX,Immuneering Corporation - Class A Common Stock,384,1324552,11.91,9.23,7.45,12.57,11.81,35.54,67.28,81.69,80.07,65.22,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-0.32,-0.32,-0.32,205.63,739.09,739.09,31.14,57.56,63.79,66.36,45.93,2.063703,99,35.54,49.24,44.04,-8.88,-74.46,31.14,43.68,34.98,-3.78,-80.92,1.336438,99
24-09-2025,NASDAQ:ABAT,American Battery Technology Company - Common Stock,555,6515393,10.06,4.13,9.55,39.71,43.58,36.08,69.73,75.54,78.69,75.54,0,0,HVQ,HV2Y,HV2Y,-1,-1,-1,-1,-1,0,0,0,230.4,347.07,443.42,31.68,60.01,57.64,64.98,56.25,2.040596,99,36.08,52.65,19.20,12.87,-14.77,31.68,47.09,10.14,17.97,-21.23,1.327089,99
24-09-2025,NASDAQ:CDTX,"Cidara Therapeutics, Inc. - Common Stock",2246,770188,6.36,88.58,20.53,26.79,28.38,27.60,44.31,75.13,74.59,87.28,0,0,HV2Y,HV2Y,HV2Y,5.32,-1,-1,23,-1,0,0,0,85.04,439.14,770.99,23.2,34.59,57.23,60.88,67.99,2.039726,99,27.60,23.08,55.34,-2.18,49.93,23.2,17.52,46.28,2.92,43.47,1.051674,79
24-09-2025,NASDAQ:PRCH,"Porch Group, Inc. - Common Stock",1858,2438776,4.79,17.82,-2.62,-1.52,-1.74,8.02,39.23,55.33,74.35,90.57,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-6.41,-6.41,-6.41,64.54,282.4,1292.19,3.62,29.51,37.43,60.64,71.28,2.031733,99,8.02,33.92,26.50,42.59,63.24,3.62,28.36,17.44,47.69,56.78,0.973088,18
24-09-2025,NASDAQ:SY,So-Young International Inc. - American Depository Shares,369,1108528,7.75,3.9,4.84,-0.77,5.90,-3.33,52.31,75.89,79.89,81.15,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-33.56,-33.56,-33.56,109.68,445.68,448.52,-7.73,42.59,57.99,66.18,61.86,1.942832,99,-3.33,53.85,49.46,16.56,6.30,-7.73,48.29,40.4,21.66,-0.16,1.059021,82
24-09-2025,NYSE:IONQ,"IonQ, Inc. Common Stock",21987,27373415,7.46,73.86,-1.70,11.40,40.62,47.63,48.40,65.41,48.88,88.87,HVQ,0,0,0,HV2Y,-1,2,-1,-1,-1,-1.7,-1.7,-1.7,100.76,257.16,873.12,43.23,38.68,47.51,35.17,69.58,1.942728,99,47.63,1.47,32.96,-47.79,78.23,43.23,-4.09,23.9,-42.69,71.77,1.172462,96
24-09-2025,NYSE:BE,Bloom Energy Corporation Class A Common Stock,16188,13665949,7.32,69.18,-10.60,-15.16,8.99,28.66,68.78,66.59,66.93,84.23,0,0,HVQ,0,HV2Y,-1,-1,9,-1,-1,-19.81,-19.81,-19.81,220.28,323.9,665.27,24.26,59.06,48.69,53.22,64.94,1.941507,99,28.66,56.23,-6.99,1.00,52.32,24.26,50.67,-16.05,6.1,45.86,1.277646,98
24-09-2025,NASDAQ:NKTR,Nektar Therapeutics - Common Stock,1147,1404801,8.41,60.33,1.22,15.35,20.14,55.01,51.73,79.18,76.60,67.68,0,0,HVQ,HV2Y,HV2Y,-1,1,1,-1,-1,0,0,0,178.27,720.15,720.15,50.61,42.01,61.28,62.89,48.39,1.927984,99,55.01,-7.30,56.87,-12.39,-38.15,50.61,-12.86,47.81,-7.29,-44.61,1.262749,98
24-09-2025,AMEX:AREN,"The Arena Group Holdings, Inc. Common Stock",316,262921,7.45,6.65,2.62,15.94,7.82,2.41,15.79,74.74,75.94,86.83,0,0,0,2,HV2Y,-1,-1,-1,-1,-1,-8.15,-31.86,-31.86,26.91,295.83,1066.67,-1.99,6.07,56.84,62.23,67.54,1.921181,99,2.41,13.71,70.00,4.76,45.25,-1.99,8.15,60.94,9.86,38.79,0.917159,3
24-09-2025,AMEX:LEU,Centrus Energy Corp. Class A Common Stock,5025,1341705,8.16,276,-8.79,16.61,20.54,32.87,34.36,73.29,75.28,83.69,0,0,0,0,HV2Y,-1,-1,-1,-1,-1,-9.87,-9.87,-9.87,65.69,407.07,513.2,28.47,24.64,55.39,61.57,64.4,1.885786,99,32.87,2.21,59.31,7.46,34.03,28.47,-3.35,50.25,12.56,27.57,1.031427,71
24-09-2025,NASDAQ:ATAI,ATAI Life Sciences N.V. - Common Shares,1177,5291441,6.93,5.49,-2.14,16.03,14.03,13.66,59.93,71.40,78.32,77.78,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-2.14,-2.14,-2.14,150.68,353.72,417.92,9.26,50.21,53.5,64.61,58.49,1.872554,99,13.66,53.59,28.64,24.20,-2.52,9.26,48.03,19.58,29.3,-8.98,1.149822,95
24-09-2025,NASDAQ:ABTC,American Bitcoin Corp. - Class A Common Stock,1233,8803395,19.64,6.94,-4.14,-11.38,-34.15,7.78,38.52,86.11,72.41,62.15,0,HVQ,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-25.46,-25.46,-25.46,70.31,928.91,928.91,3.38,28.8,68.21,58.7,42.86,1.854089,99,7.78,33.33,77.41,-98.60,-37.22,3.38,27.77,68.35,-93.5,-43.68,1.123054,93
24-09-2025,NASDAQ:ASST,"Strive, Inc. - Class A Common Stock",2196,13132908,23.82,3.01,-10.15,-22.26,-168.77,-59.47,-56.48,81.77,87.24,53.16,0,0,0,HV2Y,HV2Y,15.18,-1,-1,-1,-1,-66.22,-76.86,-76.86,0,590.53,726.92,-63.87,-66.2,63.87,73.53,33.87,1.853812,99,-59.47,1.87,88.35,29.99,-267.00,-63.87,-3.69,79.29,35.09,-273.46,0.994122,37
24-09-2025,NYSE:NRGV,"Energy Vault Holdings, Inc. Common Stock",497,3242948,11.48,3.07,-3.46,23.13,37.79,47.88,76.93,70.93,50.81,65.47,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-3.46,-3.46,-3.46,369.78,387.46,387.46,43.48,67.21,53.03,37.1,46.18,1.84828,98,47.88,55.74,-26.04,-69.19,29.80,43.48,50.18,-35.1,-64.09,23.34,1.575573,99
24-09-2025,NYSE:JMIA,"Jumia Technologies AG American Depositary Shares, each representing two Ordinary Shares",1388,3992298,6.64,11.48,1.32,-3.40,22.13,28.22,71.69,78.05,65.51,59.32,0,0,2,0,HV2Y,-1,-1,-1,-1,-1,-3.69,-3.69,-3.69,253.23,563.58,563.58,23.82,61.97,60.15,51.8,40.03,1.824403,98,28.22,60.56,22.46,-57.14,-17.93,23.82,55,13.4,-52.04,-24.39,1.394271,99
24-09-2025,NYSE:PL,Planet Labs PBC Class A Common Stock,3674,16785361,7.7,11.93,-1.00,14.25,24.81,40.82,54.57,66.55,67.48,82.73,0,HVQ,HV2Y,HV2Y,HV2Y,-1,0,-1,-1,-1,-1,-1,-1,120.11,303.04,481.95,36.42,44.85,48.65,53.77,63.44,1.823507,98,40.82,23.23,26.38,2.76,46.91,36.42,17.67,17.32,7.86,40.45,1.162997,95
24-09-2025,NASDAQ:NB,NioCorp Developments Ltd. - Common Stock,567,4412836,9.11,6.46,5.21,15.48,30.34,31.73,60.22,64.40,78.79,73.99,0,0,2,HV2Y,HV2Y,-1,1,-1,-1,-1,0,0,0,194.98,229.59,396.92,27.33,50.5,46.5,65.08,54.7,1.816669,98,31.73,41.72,10.51,40.43,-22.63,27.33,36.16,1.45,45.53,-29.09,1.206544,97
24-09-2025,NASDAQ:RR,Richtech Robotics Inc. - Class B Common Stock,661,48054566,15.17,4.41,-9.45,9.75,35.15,46.03,56.92,43.31,73.92,82.63,0,HVQ,HVQ,2,HV2Y,-1,-1,-1,-1,-1,-20.4,-20.4,-20.4,154.91,154.91,731.45,41.63,47.2,25.41,60.21,63.34,1.815982,98,46.03,20.17,-31.58,54.00,33.37,41.63,14.61,-40.64,59.1,26.91,1.213858,97
24-09-2025,NASDAQ:QSG,QuantaSing Group Limited - American Depositary Shares,526,990807,11.37,9.76,-4.97,-1.84,9.84,17.93,4.30,72.34,80.12,81.05,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-16.58,-27.65,-27.65,38.05,261.48,457.71,13.53,-5.42,54.44,66.41,61.76,1.80831,98,17.93,-16.60,71.09,28.15,4.64,13.53,-22.16,62.03,33.25,-1.82,0.932444,4
24-09-2025,AMEX:UUUU,Energy Fuels Inc Ordinary Shares (Canada),3891,14121506,8.11,16.87,1.20,16.54,25.13,35.21,66.75,75.22,67.93,68.58,0,HV2Y,HV2Y,HV2Y,HV2Y,-1,-1,6,-1,-1,0,0,0,203.96,390.41,390.41,30.81,57.03,57.32,54.22,49.29,1.806845,98,35.21,48.67,25.49,-29.43,2.03,30.81,43.11,16.43,-24.33,-4.43,1.306489,98
24-09-2025,NASDAQ:VFF,"Village Farms International, Inc. - Common Shares",318,2501453,9.53,2.82,2.92,8.87,10.64,-3.55,63.30,77.37,73.90,69.86,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,-13.76,-13.76,-13.76,172.46,486.16,486.16,-7.95,53.58,59.47,60.19,50.57,1.805433,98,-3.55,64.55,38.35,-15.36,-15.47,-7.95,58.99,29.29,-10.26,-21.93,1.189808,96
24-09-2025,NASDAQ:NBIS,Nebius Group N.V. - Class A Ordinary Shares,28253,21269514,6.55,113.23,5.04,16.91,17.52,38.16,57.15,76.00,76.11,61.98,0,HV2Y,HVQ,0,HV2Y,-1,1,-1,11,-1,0,0,0,155.6,464.46,559.85,33.76,47.43,58.1,62.4,42.69,1.796095,98,38.16,30.71,44.00,0.44,-59.15,33.76,25.15,34.94,5.54,-65.61,1.23584,97
24-09-2025,NASDAQ:METC,"Ramaco Resources, Inc. - Class A Common Stock",2034,2954712,7.55,33.33,4.71,21.81,21.66,26.49,66.88,74.47,68.71,69.58,0,0,HV2Y,HV2Y,HV2Y,-1,-1,-1,-1,-1,0,0,0,233.97,398.95,398.95,22.09,57.16,56.57,55,50.29,1.790702,98,26.49,54.94,22.92,-22.56,2.78,22.09,49.38,13.86,-17.46,-3.68,1.281057,98
24-09-2025,NASDAQ:LTBR,Lightbridge Corporation - Common Stock,484,1890303,8.62,18.66,-10.50,20.85,26.05,18.06,25.99,54.80,75.72,86.12,HVQ,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-10.5,-10.5,-10.5,55.89,177.27,620.46,13.66,16.27,36.9,62.01,66.83,1.790263,98,18.06,9.68,38.92,46.30,42.83,13.66,4.12,29.86,51.4,36.37,0.954355,9
24-09-2025,NASDAQ:PGEN,"Precigen, Inc. - Common Stock",1150,7579656,8.45,3.86,4.04,1.04,-5.70,-3.11,63.21,55.70,81.20,74.22,0,HV2Y,HV2Y,2,HV2Y,-1,-1,-1,-1,-1,-18.91,-18.91,-18.91,171.83,229.91,473.04,-7.51,53.49,37.8,67.49,54.93,1.789368,98,-3.11,64.32,-20.42,57.56,-37.09,-7.51,58.76,-29.48,62.66,-43.55,1.193327,96
24-09-2025,NASDAQ:AEVA,"Aeva Technologies, Inc. - Common Stock",911,2641735,9.5,18.17,-0.66,15.58,19.26,18.44,-64.94,73.91,78.92,82.66,0,0,0,HV2Y,HV2Y,-1,-1,-1,-1,-1,-51.92,-51.92,-51.92,46.36,283.33,601.54,14.04,-74.66,56.01,65.21,63.37,1.78689,98,18.44,-102.23,84.18,19.20,17.75,14.04,-107.79,75.12,24.3,11.29,0.865818,1
24-09-2025,NASDAQ:MLYS,"Mineralys Therapeutics, Inc. - Common Stock",3015,2806471,8.49,38.87,3.24,4.06,0.80,62.08,63.37,56.83,69.57,69.87,0,HV2Y,0,HV2Y,HV2Y,-1,-1,6,-1,-1,-2.51,-2.51,-2.51,202.02,230.25,343.72,57.68,53.65,38.93,55.86,50.58,1.784826,98,62.08,3.39,-17.84,29.50,1.01,57.68,-2.17,-26.9,34.6,-5.45,1.394655,99
24-09-2025,NASDAQ:SATS,EchoStar Corporation - Common stock,21032,8313614,6.11,73.1,-0.73,1.76,-9.29,59.12,66.31,63.47,69.07,64.38,0,HV2Y,0,0,0,-1,-1,7,-1,-1,-12.53,-12.53,-12.53,196.79,357.16,357.16,54.72,56.59,45.57,55.36,45.09,1.784654,98,59.12,17.57,-8.40,15.32,-15.17,54.72,12.01,-17.46,20.42,-21.63,1.41667,99
24-09-2025,NASDAQ:AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",1481,2035704,5.57,13.48,1.28,11.28,22.03,31.01,52.45,71.96,70.77,78.64,0,0,HVQ,0,0,9.42,0,-1,-1,-1,0,0,0,115.34,307.25,368.06,26.61,42.73,54.06,57.06,59.35,1.781574,98,31.01,31.08,41.03,-4.23,26.90,26.61,25.52,31.97,0.87,20.44,1.129358,93
24-09-2025,NYSE:MP,MP Materials Corp. Common Stock,12615,10751727,5.33,71.23,-4.65,6.21,12.34,-1.52,50.30,62.19,77.28,80.50,0,0,HVQ,0,0,-1,-1,-1,-1,-1,-6.99,-6.99,-6.99,137.2,279.49,412.81,-5.92,40.58,44.29,63.57,61.21,1.752987,98,-1.52,51.04,23.93,39.92,14.15,-5.92,45.48,14.87,45.02,7.69,1.046752,77
